OA,Pop_marr,Married,Civil,Mean_married
E00026414,236,105,2,0.4533898305084746
E00026415,379,191,0,0.503957783641161
E00026416,309,136,4,0.45307443365695793
E00026417,399,74,0,0.18546365914786966
E00026418,265,75,0,0.2830188679245283
E00026419,275,82,0,0.29818181818181816
E00026420,272,87,0,0.31985294117647056
E00026421,260,114,0,0.43846153846153846
E00026422,236,82,8,0.3813559322033898
E00026423,281,127,0,0.45195729537366547
E00026424,231,60,0,0.2597402597402597
E00026425,159,77,3,0.5031446540880503
E00026426,348,199,0,0.5718390804597702
E00026427,277,135,4,0.5018050541516246
E00026428,244,76,2,0.319672131147541
E00026429,230,85,0,0.3695652173913043
E00026430,272,86,0,0.3161764705882353
E00026431,282,124,3,0.450354609929078
E00026432,274,144,2,0.5328467153284672
E00026433,270,122,0,0.45185185185185184
E00026434,324,181,0,0.558641975308642
E00026435,290,124,0,0.42758620689655175
E00026436,292,125,4,0.4417808219178082
E00026437,385,167,6,0.44935064935064933
E00026438,248,142,0,0.5725806451612904
E00026439,237,64,0,0.270042194092827
E00026440,269,80,0,0.29739776951672864
E00026441,285,117,0,0.4105263157894737
E00026442,272,104,0,0.38235294117647056
E00026443,270,104,0,0.3851851851851852
E00026444,283,109,4,0.3992932862190813
E00026445,321,78,5,0.2585669781931464
E00026446,382,101,1,0.2670157068062827
E00026447,292,137,4,0.4828767123287671
E00026448,320,105,4,0.340625
E00026449,297,89,0,0.2996632996632997
E00026450,246,94,0,0.3821138211382114
E00026451,240,66,6,0.3
E00026452,276,104,0,0.37681159420289856
E00026453,289,89,4,0.3217993079584775
E00026454,184,47,0,0.2554347826086957
E00026455,238,72,1,0.3067226890756303
E00026457,216,72,2,0.3425925925925926
E00026458,263,105,0,0.39923954372623577
E00026459,259,96,0,0.37065637065637064
E00026460,189,68,0,0.35978835978835977
E00026461,356,151,2,0.4297752808988764
E00026462,181,48,2,0.27624309392265195
E00026463,332,118,0,0.35542168674698793
E00026464,252,92,0,0.36507936507936506
E00026465,228,87,3,0.39473684210526316
E00026466,306,102,1,0.3366013071895425
E00026467,197,55,0,0.27918781725888325
E00026468,242,106,0,0.4380165289256198
E00026469,260,113,0,0.4346153846153846
E00026470,320,125,2,0.396875
E00026471,227,65,1,0.2907488986784141
E00026472,300,89,0,0.2966666666666667
E00026473,153,60,1,0.39869281045751637
E00026474,235,50,2,0.22127659574468084
E00026475,179,61,0,0.3407821229050279
E00026476,247,57,0,0.23076923076923078
E00026477,282,92,1,0.32978723404255317
E00026478,199,28,0,0.1407035175879397
E00026479,186,19,0,0.10215053763440861
E00026480,280,120,2,0.4357142857142857
E00026481,260,124,0,0.47692307692307695
E00026482,277,167,0,0.6028880866425993
E00026483,256,111,0,0.43359375
E00026484,249,68,0,0.27309236947791166
E00026485,260,130,0,0.5
E00026487,223,86,0,0.38565022421524664
E00026488,216,64,2,0.3055555555555556
E00026489,244,129,2,0.5368852459016393
E00026490,213,42,0,0.19718309859154928
E00026491,301,158,0,0.5249169435215947
E00026492,257,75,0,0.2918287937743191
E00026493,495,95,0,0.1919191919191919
E00026494,392,131,0,0.33418367346938777
E00026495,353,168,0,0.47592067988668557
E00026496,380,213,0,0.5605263157894737
E00026497,194,71,0,0.36597938144329895
E00026498,267,107,0,0.40074906367041196
E00026501,249,116,0,0.46586345381526106
E00026502,281,108,0,0.38434163701067614
E00026503,301,123,0,0.40863787375415284
E00026504,399,89,0,0.22305764411027568
E00026505,303,82,0,0.2706270627062706
E00026506,334,160,0,0.47904191616766467
E00026507,362,128,0,0.35359116022099446
E00026508,280,114,0,0.40714285714285714
E00026509,347,146,0,0.4207492795389049
E00026510,410,69,0,0.16829268292682928
E00026511,290,143,0,0.49310344827586206
E00026512,309,143,0,0.4627831715210356
E00026513,354,166,0,0.4689265536723164
E00026514,404,170,0,0.4207920792079208
E00026515,325,138,0,0.4246153846153846
E00026516,364,181,0,0.49725274725274726
E00026517,347,164,2,0.4783861671469741
E00026518,360,172,0,0.4777777777777778
E00026519,440,217,0,0.49318181818181817
E00026520,396,189,1,0.4797979797979798
E00026521,344,176,0,0.5116279069767442
E00026522,363,164,0,0.45179063360881544
E00026523,346,194,1,0.5635838150289018
E00026524,223,77,0,0.3452914798206278
E00026525,263,110,0,0.41825095057034223
E00026526,233,97,2,0.4248927038626609
E00026527,240,80,1,0.3375
E00026528,238,67,0,0.2815126050420168
E00026529,133,23,0,0.17293233082706766
E00026530,377,34,0,0.09018567639257294
E00026531,320,103,1,0.325
E00026532,248,58,0,0.23387096774193547
E00026533,531,52,1,0.09981167608286252
E00026534,336,73,0,0.21726190476190477
E00026535,324,99,0,0.3055555555555556
E00026536,312,72,0,0.23076923076923078
E00026537,300,100,2,0.34
E00026539,274,78,0,0.2846715328467153
E00026540,234,66,0,0.28205128205128205
E00026541,302,112,2,0.37748344370860926
E00026542,252,86,0,0.3412698412698413
E00026543,266,90,0,0.3383458646616541
E00026544,339,108,0,0.3185840707964602
E00026545,303,85,1,0.2838283828382838
E00026546,289,79,0,0.27335640138408307
E00026547,303,90,2,0.30363036303630364
E00026548,291,113,0,0.38831615120274915
E00026549,379,112,4,0.30606860158311344
E00026550,372,126,2,0.34408602150537637
E00026551,422,137,0,0.3246445497630332
E00026552,214,69,0,0.32242990654205606
E00026553,341,107,0,0.31378299120234604
E00026554,289,106,1,0.370242214532872
E00026555,320,79,0,0.246875
E00026556,299,67,0,0.22408026755852842
E00026557,264,74,1,0.2840909090909091
E00026558,298,61,2,0.21140939597315436
E00026559,334,107,0,0.3203592814371258
E00026561,255,82,0,0.3215686274509804
E00026563,244,73,2,0.3073770491803279
E00026564,260,66,0,0.25384615384615383
E00026565,235,72,2,0.3148936170212766
E00026566,446,90,0,0.20179372197309417
E00026567,353,101,0,0.28611898016997167
E00026568,450,79,0,0.17555555555555555
E00026569,308,84,0,0.2727272727272727
E00026570,283,95,0,0.33568904593639576
E00026571,238,35,0,0.14705882352941177
E00026572,257,99,0,0.3852140077821012
E00026573,234,47,0,0.20085470085470086
E00026574,222,73,0,0.32882882882882886
E00026575,262,100,0,0.3816793893129771
E00026576,264,131,0,0.4962121212121212
E00026577,267,121,3,0.46441947565543074
E00026578,260,84,2,0.33076923076923076
E00026579,269,81,1,0.3048327137546468
E00026580,250,88,2,0.36
E00026581,246,106,2,0.43902439024390244
