OA,Pop_educ,Level4_educ,Mean_level4_edu
E00026469,260,29,0.11153846153846154
E00026470,320,49,0.153125
E00026471,227,30,0.13215859030837004
E00026472,300,36,0.12
E00026473,153,29,0.1895424836601307
E00026474,235,25,0.10638297872340426
E00026475,179,26,0.1452513966480447
E00026476,247,19,0.07692307692307693
E00026477,282,39,0.13829787234042554
E00026478,199,23,0.11557788944723618
E00026479,186,19,0.10215053763440861
E00026480,280,33,0.11785714285714285
E00026481,260,42,0.16153846153846155
E00026482,277,49,0.17689530685920576
E00026483,256,51,0.19921875
E00026484,249,50,0.20080321285140562
E00026485,260,44,0.16923076923076924
E00026487,223,23,0.1031390134529148
E00026488,216,44,0.2037037037037037
E00026489,244,51,0.20901639344262296
E00026490,213,43,0.20187793427230047
E00026491,301,62,0.2059800664451827
E00026492,257,33,0.12840466926070038
E00026493,495,138,0.2787878787878788
E00026494,392,96,0.24489795918367346
E00026495,353,53,0.1501416430594901
E00026496,380,77,0.2026315789473684
E00026497,194,46,0.23711340206185566
E00026498,267,40,0.149812734082397
E00026501,249,51,0.20481927710843373
E00026502,281,82,0.2918149466192171
E00026503,301,43,0.14285714285714285
E00026504,399,133,0.3333333333333333
E00026505,303,68,0.22442244224422442
E00026506,334,64,0.19161676646706588
E00026507,362,105,0.2900552486187845
E00026508,280,104,0.37142857142857144
E00026509,347,61,0.17579250720461095
E00026510,410,95,0.23170731707317074
E00026511,290,71,0.24482758620689654
E00026512,309,65,0.21035598705501618
E00026513,354,80,0.22598870056497175
E00026514,404,109,0.2698019801980198
E00026515,325,66,0.20307692307692307
E00026516,364,75,0.20604395604395603
E00026517,347,85,0.24495677233429394
E00026518,360,85,0.2361111111111111
E00026519,440,103,0.2340909090909091
E00026520,396,88,0.2222222222222222
E00026521,344,86,0.25
E00026522,363,95,0.26170798898071623
E00026523,346,72,0.20809248554913296
E00026524,223,49,0.21973094170403587
E00026525,263,51,0.19391634980988592
E00026526,233,54,0.2317596566523605
E00026527,240,31,0.12916666666666668
E00026528,238,29,0.12184873949579832
E00026529,133,47,0.3533834586466165
E00026530,377,85,0.22546419098143236
E00026531,320,70,0.21875
E00026532,248,22,0.08870967741935484
E00026533,531,118,0.2222222222222222
E00026534,336,143,0.4255952380952381
E00026535,324,41,0.12654320987654322
E00026536,312,62,0.1987179487179487
E00026537,300,113,0.37666666666666665
E00026539,274,52,0.1897810218978102
E00026540,234,31,0.13247863247863248
E00026541,302,74,0.24503311258278146
E00026542,252,47,0.1865079365079365
E00026543,266,42,0.15789473684210525
E00026544,339,101,0.29793510324483774
E00026545,303,92,0.30363036303630364
E00026546,289,93,0.3217993079584775
E00026547,303,62,0.20462046204620463
E00026548,291,82,0.281786941580756
E00026549,379,124,0.32717678100263853
E00026550,372,125,0.33602150537634407
E00026551,422,158,0.3744075829383886
E00026552,214,50,0.2336448598130841
E00026553,341,98,0.2873900293255132
E00026554,289,92,0.31833910034602075
E00026555,320,106,0.33125
E00026556,299,127,0.42474916387959866
E00026557,264,56,0.21212121212121213
E00026558,298,73,0.24496644295302014
E00026559,334,64,0.19161676646706588
E00026561,255,23,0.09019607843137255
E00026563,244,32,0.13114754098360656
E00026564,260,63,0.2423076923076923
E00026565,235,53,0.225531914893617
E00026566,446,126,0.2825112107623318
E00026567,353,75,0.21246458923512748
E00026568,450,120,0.26666666666666666
E00026569,308,63,0.20454545454545456
E00026570,283,58,0.2049469964664311
E00026571,238,63,0.2647058823529412
E00026572,257,29,0.11284046692607004
E00026573,234,37,0.1581196581196581
E00026574,222,30,0.13513513513513514
E00026575,262,48,0.183206106870229
E00026576,264,51,0.19318181818181818
E00026577,267,54,0.20224719101123595
E00026578,260,45,0.17307692307692307
E00026579,269,23,0.08550185873605948
E00026580,250,26,0.104
E00026581,246,39,0.15853658536585366
E00026582,196,24,0.12244897959183673
E00026583,128,3,0.0234375
E00026584,272,41,0.15073529411764705
E00026585,260,45,0.17307692307692307
E00026586,320,55,0.171875
E00026587,268,27,0.10074626865671642
E00026588,245,17,0.06938775510204082
E00026589,234,24,0.10256410256410256
E00026590,282,44,0.15602836879432624
E00026591,293,58,0.19795221843003413
E00026592,289,38,0.1314878892733564
E00026593,293,67,0.22866894197952217
E00026594,249,37,0.14859437751004015
E00026595,235,27,0.1148936170212766
E00026596,260,53,0.20384615384615384
E00026597,235,40,0.1702127659574468
E00026598,206,16,0.07766990291262135
E00026599,265,24,0.09056603773584905
E00026600,248,50,0.20161290322580644
E00026601,225,46,0.20444444444444446
E00026602,257,56,0.2178988326848249
E00026603,268,28,0.1044776119402985
E00026604,232,36,0.15517241379310345
E00026605,228,41,0.17982456140350878
E00026606,182,23,0.12637362637362637
E00026607,380,85,0.2236842105263158
E00026608,246,46,0.18699186991869918
E00026609,254,30,0.11811023622047244
E00026610,227,47,0.20704845814977973
E00026611,307,54,0.1758957654723127
E00026612,366,63,0.1721311475409836
E00026613,222,42,0.1891891891891892
E00026614,231,32,0.13852813852813853
E00026615,250,32,0.128
E00026616,231,12,0.05194805194805195
E00026617,230,21,0.09130434782608696
E00026618,226,49,0.2168141592920354
E00026619,202,21,0.10396039603960396
E00026620,224,16,0.07142857142857142
E00026621,228,33,0.14473684210526316
E00026622,183,20,0.1092896174863388
E00026623,254,35,0.13779527559055119
E00026624,272,18,0.0661764705882353
E00026625,240,33,0.1375
E00026626,194,21,0.10824742268041238
E00026627,236,28,0.11864406779661017
E00026628,280,52,0.18571428571428572
E00026629,224,19,0.08482142857142858
E00026630,228,18,0.07894736842105263
E00026631,186,19,0.10215053763440861
E00026632,196,24,0.12244897959183673
E00026633,371,57,0.15363881401617252
E00026634,269,16,0.05947955390334572
E00026635,233,25,0.1072961373390558
E00026636,252,30,0.11904761904761904
E00026637,386,60,0.15544041450777202
E00026638,255,26,0.10196078431372549
E00026639,281,28,0.099644128113879
E00026640,231,23,0.09956709956709957
E00026641,192,25,0.13020833333333334
E00026642,257,45,0.17509727626459143
E00026643,231,33,0.14285714285714285
E00026644,238,27,0.1134453781512605
E00026645,217,25,0.1152073732718894
E00026646,248,28,0.11290322580645161
E00026647,200,17,0.085
E00026648,188,23,0.12234042553191489
E00026649,212,29,0.13679245283018868
E00026650,213,13,0.06103286384976526
E00026651,193,19,0.09844559585492228
E00026652,220,9,0.04090909090909091
E00026653,274,23,0.08394160583941605
E00026654,198,12,0.06060606060606061
E00026655,232,34,0.14655172413793102
E00026656,420,182,0.43333333333333335
E00026657,125,20,0.16
E00026658,161,29,0.18012422360248448
E00026659,196,30,0.15306122448979592
E00026660,309,68,0.22006472491909385
E00026661,251,64,0.2549800796812749
E00026662,232,29,0.125
E00026663,279,123,0.44086021505376344
E00026664,230,36,0.1565217391304348
E00026665,260,151,0.5807692307692308
E00026666,211,29,0.13744075829383887
E00026667,256,68,0.265625
E00026668,271,52,0.1918819188191882
E00026669,399,101,0.2531328320802005
E00026670,260,41,0.1576923076923077
E00026671,257,49,0.19066147859922178
E00026672,251,66,0.26294820717131473
E00026673,228,116,0.5087719298245614
E00026674,286,69,0.24125874125874125
E00026675,256,93,0.36328125
E00026676,233,85,0.3648068669527897
E00026677,250,63,0.252
E00026678,247,94,0.3805668016194332
E00026679,302,117,0.38741721854304634
E00026680,213,67,0.3145539906103286
E00026681,197,42,0.2131979695431472
E00026682,245,145,0.5918367346938775
E00026683,264,88,0.3333333333333333
E00026684,310,120,0.3870967741935484
E00026685,244,64,0.26229508196721313
E00026686,165,26,0.15757575757575756
E00026687,209,31,0.14832535885167464
E00026688,241,78,0.3236514522821577
E00026689,346,127,0.3670520231213873
E00026690,217,58,0.2672811059907834
E00026691,227,57,0.2511013215859031
E00026692,268,85,0.31716417910447764
E00026693,202,33,0.16336633663366337
E00026694,196,35,0.17857142857142858
E00026695,227,36,0.15859030837004406
E00026696,243,36,0.14814814814814814
E00026697,241,34,0.14107883817427386
E00026698,241,62,0.2572614107883817
E00026699,237,33,0.13924050632911392
E00026700,265,161,0.6075471698113207
E00026701,371,246,0.6630727762803235
E00026702,394,66,0.16751269035532995
E00026703,395,125,0.31645569620253167
E00026704,270,60,0.2222222222222222
E00026705,286,99,0.34615384615384615
E00026706,225,62,0.27555555555555555
E00026707,263,82,0.311787072243346
E00026708,326,159,0.48773006134969327
E00026709,301,184,0.6112956810631229
E00026710,291,146,0.5017182130584192
E00026711,199,87,0.4371859296482412
E00026712,229,162,0.7074235807860262
E00026713,320,217,0.678125
E00026714,230,166,0.7217391304347827
E00026715,291,190,0.6529209621993127
E00026716,227,145,0.6387665198237885
E00026717,231,147,0.6363636363636364
E00026718,331,240,0.7250755287009063
E00026719,226,146,0.6460176991150443
E00026720,313,232,0.7412140575079872
E00026721,349,261,0.7478510028653295
E00026722,394,64,0.16243654822335024
E00026723,396,129,0.32575757575757575
E00026724,388,94,0.2422680412371134
E00026725,214,43,0.20093457943925233
E00026726,545,79,0.14495412844036698
E00026727,238,57,0.23949579831932774
E00026728,443,72,0.16252821670428894
E00026730,346,63,0.18208092485549132
E00026731,252,45,0.17857142857142858
E00026732,270,96,0.35555555555555557
E00026733,226,56,0.24778761061946902
E00026734,436,96,0.22018348623853212
E00026735,284,66,0.2323943661971831
E00026736,284,104,0.36619718309859156
E00026737,248,59,0.23790322580645162
E00026738,451,145,0.3215077605321508
E00026739,241,58,0.24066390041493776
E00026740,287,108,0.37630662020905925
E00026741,270,64,0.23703703703703705
E00026742,257,85,0.33073929961089493
E00026743,243,41,0.16872427983539096
E00026744,203,57,0.28078817733990147
E00026745,245,70,0.2857142857142857
E00026746,307,143,0.46579804560260585
E00026747,250,114,0.456
E00026748,441,139,0.31519274376417233
E00026749,205,29,0.14146341463414633
E00026750,341,57,0.16715542521994134
E00026751,360,105,0.2916666666666667
E00026752,305,144,0.4721311475409836
E00026753,330,93,0.2818181818181818
E00026754,357,108,0.3025210084033613
E00026755,301,108,0.3588039867109635
E00026756,416,81,0.19471153846153846
E00026758,604,77,0.12748344370860928
E00026759,293,61,0.20819112627986347
E00026760,537,83,0.15456238361266295
E00026761,176,136,0.7727272727272727
E00026764,458,166,0.3624454148471616
E00026765,419,75,0.17899761336515513
E00026766,461,170,0.368763557483731
E00026767,339,65,0.19174041297935104
E00026768,307,116,0.3778501628664495
E00026769,293,48,0.16382252559726962
E00026770,377,88,0.23342175066312998
E00026771,241,46,0.1908713692946058
E00026772,356,128,0.3595505617977528
E00026773,285,162,0.5684210526315789
E00026774,260,60,0.23076923076923078
E00026775,371,135,0.3638814016172507
E00026776,143,17,0.11888111888111888
E00026777,212,76,0.3584905660377358
E00026778,282,30,0.10638297872340426
E00026779,290,35,0.1206896551724138
E00026780,368,126,0.3423913043478261
E00026781,389,118,0.3033419023136247
E00026782,348,130,0.3735632183908046
E00026783,340,49,0.14411764705882352
E00026784,346,72,0.20809248554913296
E00026785,352,66,0.1875
E00026786,209,17,0.08133971291866028
E00026787,282,44,0.15602836879432624
E00026788,217,18,0.08294930875576037
E00026789,205,47,0.22926829268292684
E00026790,240,54,0.225
E00026791,210,25,0.11904761904761904
E00026792,226,20,0.08849557522123894
E00026793,235,23,0.09787234042553192
E00026795,248,26,0.10483870967741936
E00026796,258,19,0.07364341085271318
E00026797,245,31,0.12653061224489795
E00026798,232,23,0.09913793103448276
E00026799,190,6,0.031578947368421054
E00026800,260,44,0.16923076923076924
E00026801,257,63,0.245136186770428
E00026802,273,46,0.1684981684981685
E00026803,276,77,0.27898550724637683
E00026804,282,55,0.1950354609929078
E00026806,370,179,0.4837837837837838
E00026807,218,69,0.3165137614678899
E00026808,197,35,0.17766497461928935
E00026809,201,70,0.3482587064676617
E00026810,165,11,0.06666666666666667
E00026811,215,13,0.06046511627906977
E00026812,245,14,0.05714285714285714
E00026813,255,30,0.11764705882352941
E00026814,216,17,0.0787037037037037
E00026815,249,22,0.08835341365461848
E00026816,268,30,0.11194029850746269
E00026817,238,23,0.09663865546218488
E00026818,240,27,0.1125
E00026819,224,40,0.17857142857142858
E00026821,328,140,0.4268292682926829
E00026822,344,104,0.3023255813953488
E00026823,341,158,0.4633431085043988
E00026824,276,83,0.3007246376811594
E00026825,216,117,0.5416666666666666
E00026826,283,102,0.36042402826855124
E00026827,294,104,0.35374149659863946
E00026828,303,113,0.37293729372937295
E00026829,269,111,0.41263940520446096
E00026830,304,176,0.5789473684210527
E00026831,268,118,0.44029850746268656
E00026832,323,149,0.4613003095975232
E00026833,395,198,0.5012658227848101
E00026834,288,113,0.3923611111111111
E00026835,277,135,0.48736462093862815
E00026837,213,99,0.4647887323943662
E00026838,228,142,0.6228070175438597
E00026840,165,88,0.5333333333333333
E00026841,306,108,0.35294117647058826
E00026842,329,162,0.49240121580547114
E00026843,287,159,0.554006968641115
E00026844,255,129,0.5058823529411764
E00026845,378,188,0.4973544973544973
E00026846,244,120,0.4918032786885246
E00026847,275,120,0.43636363636363634
E00026848,298,121,0.40604026845637586
E00026849,326,149,0.4570552147239264
E00026850,377,209,0.5543766578249337
E00026851,335,163,0.48656716417910445
E00026852,292,101,0.3458904109589041
E00026854,411,155,0.3771289537712895
E00026855,259,137,0.528957528957529
E00026856,245,177,0.7224489795918367
E00026857,301,189,0.627906976744186
E00026858,315,125,0.3968253968253968
E00026859,91,29,0.31868131868131866
E00026860,250,100,0.4
E00026861,291,96,0.32989690721649484
E00026862,342,151,0.4415204678362573
E00026863,333,153,0.4594594594594595
E00026864,311,103,0.3311897106109325
E00026865,375,136,0.3626666666666667
E00026866,327,109,0.3333333333333333
E00026867,314,85,0.27070063694267515
E00026868,215,49,0.22790697674418606
E00026869,230,113,0.49130434782608695
E00026870,363,88,0.24242424242424243
E00026871,403,147,0.36476426799007444
E00026872,340,116,0.3411764705882353
E00026873,357,120,0.33613445378151263
E00026874,342,135,0.39473684210526316
E00026875,283,102,0.36042402826855124
E00026876,360,141,0.39166666666666666
E00026877,498,229,0.4598393574297189
E00026878,477,217,0.4549266247379455
E00026879,378,170,0.4497354497354497
E00026880,359,143,0.3983286908077994
E00026881,283,170,0.6007067137809188
E00026882,257,127,0.49416342412451364
E00026883,270,74,0.2740740740740741
E00026884,251,55,0.21912350597609562
E00026885,257,153,0.5953307392996109
E00026886,239,173,0.7238493723849372
E00026887,215,48,0.22325581395348837
E00026888,270,140,0.5185185185185185
E00026889,320,216,0.675
E00026890,275,186,0.6763636363636364
E00026891,209,131,0.6267942583732058
E00026892,268,103,0.3843283582089552
E00026893,487,142,0.2915811088295688
E00026894,477,51,0.1069182389937107
E00026895,243,20,0.0823045267489712
E00026896,201,38,0.1890547263681592
E00026897,444,62,0.13963963963963963
E00026898,376,101,0.26861702127659576
E00026899,312,50,0.16025641025641027
E00026900,369,71,0.19241192411924118
E00026901,387,72,0.18604651162790697
E00026902,361,79,0.2188365650969529
E00026903,449,177,0.39420935412026725
E00026904,261,63,0.2413793103448276
E00026905,469,75,0.15991471215351813
E00026906,205,16,0.07804878048780488
E00026907,216,24,0.1111111111111111
E00026908,197,21,0.1065989847715736
E00026909,233,21,0.09012875536480687
E00026910,241,30,0.12448132780082988
E00026912,233,16,0.06866952789699571
E00026913,207,18,0.08695652173913043
E00026914,254,32,0.12598425196850394
E00026915,229,17,0.07423580786026202
E00026916,256,74,0.2890625
E00026917,328,42,0.12804878048780488
E00026918,193,24,0.12435233160621761
E00026919,199,12,0.06030150753768844
E00026920,229,40,0.17467248908296942
E00026921,221,52,0.23529411764705882
E00026922,282,41,0.1453900709219858
E00026923,221,16,0.07239819004524888
E00026924,237,28,0.11814345991561181
E00026925,92,11,0.11956521739130435
E00026926,271,27,0.0996309963099631
E00026927,218,29,0.13302752293577982
E00026928,221,25,0.11312217194570136
E00026929,225,23,0.10222222222222223
E00026930,221,26,0.11764705882352941
E00026931,225,30,0.13333333333333333
E00026932,219,17,0.0776255707762557
E00026933,253,71,0.28063241106719367
E00026934,219,16,0.0730593607305936
E00026935,250,27,0.108
E00026936,313,43,0.13738019169329074
E00026937,445,90,0.20224719101123595
E00026938,211,26,0.12322274881516587
E00026939,241,26,0.1078838174273859
E00026940,187,13,0.06951871657754011
E00026941,247,14,0.05668016194331984
E00026942,231,29,0.12554112554112554
E00026943,262,27,0.10305343511450382
E00026944,84,24,0.2857142857142857
E00175804,287,198,0.6898954703832753
E00175805,479,44,0.0918580375782881
E00175806,1345,222,0.16505576208178438
E00175807,424,143,0.33726415094339623
E00175808,985,224,0.22741116751269036
E00175809,463,265,0.572354211663067
E00175810,201,147,0.7313432835820896
E00175811,771,141,0.1828793774319066
E00175812,397,242,0.6095717884130982
E00175813,371,250,0.6738544474393531
E00175814,183,119,0.6502732240437158
E00175815,218,44,0.2018348623853211
E00175816,438,288,0.6575342465753424
E00175817,830,238,0.28674698795180725
E00175818,760,94,0.12368421052631579
E00175819,2057,164,0.0797277588721439
E00175820,839,174,0.20738974970202623
E00175821,371,88,0.2371967654986523
E00175822,199,105,0.5276381909547738
E00175823,188,131,0.6968085106382979
E00175824,377,95,0.2519893899204244
E00175825,992,300,0.3024193548387097
E00175826,141,81,0.574468085106383
E00175827,295,104,0.3525423728813559
E00175828,230,115,0.5
E00175829,371,97,0.261455525606469
E00175830,220,76,0.34545454545454546
E00175831,208,75,0.3605769230769231
E00175832,214,136,0.6355140186915887
E00175833,229,20,0.08733624454148471
E00175834,222,29,0.13063063063063063
E00175835,920,275,0.29891304347826086
E00175836,208,106,0.5096153846153846
E00175837,400,114,0.285
E00175838,233,88,0.3776824034334764
E00175839,227,15,0.06607929515418502
E00175840,228,170,0.7456140350877193
E00175841,198,69,0.3484848484848485
E00175842,180,40,0.2222222222222222
E00175843,160,98,0.6125
E00175844,242,56,0.23140495867768596
E00175845,156,89,0.5705128205128205
E00175846,175,127,0.7257142857142858
E00175847,146,20,0.136986301369863
E00175848,253,79,0.31225296442687744
E00175849,203,49,0.2413793103448276
E00175850,207,33,0.15942028985507245
E00175851,175,120,0.6857142857142857
E00175852,305,195,0.639344262295082
E00175853,190,102,0.5368421052631579
E00175854,187,101,0.5401069518716578
E00175855,218,151,0.6926605504587156
E00175856,152,82,0.5394736842105263
E00175857,134,60,0.44776119402985076
E00175858,138,35,0.2536231884057971
E00175859,156,62,0.3974358974358974
E00175860,262,115,0.4389312977099237
E00175861,171,66,0.38596491228070173
E00175862,167,26,0.15568862275449102
E00175863,185,119,0.6432432432432432
E00175864,240,151,0.6291666666666667
E00175865,199,148,0.7437185929648241
E00175866,169,112,0.6627218934911243
E00175867,163,126,0.7730061349693251
E00175868,128,82,0.640625
E00175869,211,140,0.6635071090047393
E00175870,163,100,0.6134969325153374
E00175871,229,155,0.6768558951965066
E00175872,243,170,0.6995884773662552
E00175873,214,145,0.677570093457944
E00175874,169,86,0.5088757396449705
E00175875,464,61,0.1314655172413793
E00175876,190,69,0.3631578947368421
E00175877,199,98,0.49246231155778897
E00175878,260,21,0.08076923076923077
E00175879,169,82,0.48520710059171596
E00175880,112,52,0.4642857142857143
E00175881,241,141,0.5850622406639004
E00175882,208,75,0.3605769230769231
E00175883,164,76,0.4634146341463415
E00175884,212,168,0.7924528301886793
E00175885,280,231,0.825
E00175886,186,140,0.7526881720430108
E00175887,180,136,0.7555555555555555
E00175888,250,185,0.74
E00175889,258,151,0.5852713178294574
E00175890,207,65,0.3140096618357488
E00175891,211,137,0.6492890995260664
E00175892,241,160,0.6639004149377593
E00175893,186,37,0.1989247311827957
E00175894,172,17,0.09883720930232558
E00175895,397,157,0.3954659949622166
E00175896,227,14,0.06167400881057269
E00175897,240,51,0.2125
E00175898,224,50,0.22321428571428573
E00175899,189,13,0.06878306878306878
E00175900,235,67,0.2851063829787234
E00175901,185,71,0.3837837837837838
E00175902,247,22,0.08906882591093117
E00175903,254,97,0.38188976377952755
E00175904,306,67,0.21895424836601307
E00175905,186,141,0.7580645161290323
E00175906,169,65,0.38461538461538464
E00175907,299,130,0.43478260869565216
E00175908,286,144,0.5034965034965035
E00175909,280,211,0.7535714285714286
E00175910,177,126,0.711864406779661
E00175911,188,110,0.5851063829787234
E00175912,253,150,0.5928853754940712
E00175913,136,24,0.17647058823529413
E00175914,207,153,0.7391304347826086
E00175915,220,172,0.7818181818181819
E00175916,254,177,0.6968503937007874
E00175917,223,174,0.7802690582959642
E00175918,202,93,0.4603960396039604
E00175919,207,117,0.5652173913043478
E00175920,249,129,0.5180722891566265
E00175921,158,99,0.6265822784810127
E00175922,178,64,0.3595505617977528
E00175923,143,26,0.18181818181818182
E00175924,195,76,0.38974358974358975
E00175925,239,28,0.11715481171548117
E00175926,212,85,0.4009433962264151
E00175927,269,60,0.22304832713754646
E00175928,238,67,0.2815126050420168
E00175929,416,82,0.1971153846153846
E00175930,123,38,0.3089430894308943
E00175931,125,32,0.256
E00175932,221,60,0.27149321266968324
E00175933,104,44,0.4230769230769231
E00175934,262,168,0.6412213740458015
E00175935,242,69,0.28512396694214875
E00175936,151,21,0.1390728476821192
E00175937,246,149,0.6056910569105691
E00175938,107,84,0.7850467289719626
E00175939,85,20,0.23529411764705882
E00175940,254,75,0.2952755905511811
E00175941,246,82,0.3333333333333333
E00175942,969,172,0.17750257997936017
E00175943,294,87,0.29591836734693877
E00175944,260,95,0.36538461538461536
E00175945,204,126,0.6176470588235294
E00175946,165,85,0.5151515151515151
E00175947,255,165,0.6470588235294118
E00175948,155,67,0.432258064516129
E00175949,328,65,0.19817073170731708
E00175950,245,49,0.2
E00175951,252,92,0.36507936507936506
E00175952,459,277,0.6034858387799564
E00175953,185,44,0.23783783783783785
E00175954,234,63,0.2692307692307692
E00175955,226,36,0.1592920353982301
E00175956,148,29,0.19594594594594594
E00175957,714,41,0.05742296918767507
E00175958,129,36,0.27906976744186046
E00175959,291,59,0.2027491408934708
E00175960,206,113,0.5485436893203883
E00175961,199,88,0.44221105527638194
E00175962,190,127,0.6684210526315789
E00175963,195,68,0.3487179487179487
E00175964,154,112,0.7272727272727273
E00175965,206,146,0.7087378640776699
E00175966,253,69,0.2727272727272727
E00175967,227,85,0.3744493392070485
E00175968,241,46,0.1908713692946058
E00175969,144,9,0.0625
E00175970,153,13,0.08496732026143791
E00175971,214,106,0.4953271028037383
E00175972,681,143,0.20998531571218795
E00175973,152,80,0.5263157894736842
E00175974,188,99,0.526595744680851
E00175975,198,76,0.3838383838383838
E00175976,196,36,0.1836734693877551
E00175977,155,38,0.24516129032258063
E00175978,203,98,0.4827586206896552
E00175979,150,71,0.47333333333333333
E00175980,206,74,0.3592233009708738
E00175981,182,29,0.15934065934065933
E00175982,199,28,0.1407035175879397
E00175983,192,144,0.75
E00175984,203,151,0.7438423645320197
E00175985,193,142,0.7357512953367875
E00175986,125,92,0.736
E00175987,188,130,0.6914893617021277
E00175988,144,95,0.6597222222222222
E00175989,196,146,0.7448979591836735
E00175990,196,155,0.7908163265306123
E00175991,335,162,0.4835820895522388
E00175992,340,203,0.5970588235294118
E00175993,270,109,0.40370370370370373
E00175994,184,142,0.7717391304347826
E00175995,152,108,0.7105263157894737
E00175996,211,164,0.7772511848341233
E00175997,219,155,0.7077625570776256
E00175998,180,115,0.6388888888888888
E00175999,346,235,0.6791907514450867
E00176000,240,147,0.6125
E00176001,281,193,0.6868327402135231
E00176002,110,60,0.5454545454545454
E00176003,181,115,0.6353591160220995
E00176004,207,137,0.6618357487922706
E00176005,275,159,0.5781818181818181
E00176006,221,175,0.7918552036199095
E00176007,102,71,0.696078431372549
E00176008,137,99,0.7226277372262774
E00176009,201,99,0.4925373134328358
E00176010,217,126,0.5806451612903226
E00176011,192,64,0.3333333333333333
E00176012,289,137,0.4740484429065744
E00176013,155,58,0.3741935483870968
E00176014,161,52,0.32298136645962733
E00176015,254,65,0.2559055118110236
E00176016,100,15,0.15
E00176017,139,59,0.4244604316546763
E00176018,326,90,0.27607361963190186
E00176019,310,98,0.3161290322580645
E00176020,366,77,0.2103825136612022
E00176021,383,158,0.412532637075718
E00176022,234,66,0.28205128205128205
E00176023,177,33,0.1864406779661017
E00176024,155,119,0.7677419354838709
E00176025,142,95,0.6690140845070423
E00176026,176,50,0.2840909090909091
E00176027,971,106,0.10916580844490216
E00176028,139,50,0.3597122302158273
E00176029,226,148,0.6548672566371682
E00176030,1088,83,0.07628676470588236
E00176031,178,54,0.30337078651685395
E00176032,264,161,0.6098484848484849
E00176033,267,65,0.24344569288389514
E00176034,417,261,0.6258992805755396
E00176035,197,140,0.7106598984771574
E00176036,195,23,0.11794871794871795
E00176037,208,147,0.7067307692307693
E00176038,592,171,0.28885135135135137
E00176039,166,63,0.3795180722891566
E00176040,159,48,0.3018867924528302
E00176041,564,94,0.16666666666666666
E00176042,253,71,0.28063241106719367
E00176043,173,67,0.3872832369942196
E00176044,256,150,0.5859375
E00176045,178,101,0.5674157303370787
E00176046,1176,209,0.17772108843537415
E00176047,120,55,0.4583333333333333
E00176048,182,104,0.5714285714285714
E00176049,310,182,0.5870967741935483
E00176050,192,147,0.765625
E00176051,157,92,0.5859872611464968
E00176052,194,135,0.6958762886597938
E00176053,172,128,0.7441860465116279
E00176054,201,93,0.4626865671641791
E00176055,175,89,0.5085714285714286
E00176056,205,120,0.5853658536585366
E00176057,202,144,0.7128712871287128
E00176058,168,129,0.7678571428571429
E00176059,217,158,0.728110599078341
E00176060,222,66,0.2972972972972973
E00176061,140,92,0.6571428571428571
E00176062,199,129,0.6482412060301508
E00176063,174,109,0.6264367816091954
E00176064,143,49,0.34265734265734266
E00176065,227,24,0.10572687224669604
E00176066,250,80,0.32
E00176067,230,31,0.13478260869565217
E00176068,182,35,0.19230769230769232
E00176069,153,16,0.10457516339869281
E00176070,476,303,0.6365546218487395
E00176071,192,63,0.328125
E00176072,221,31,0.14027149321266968
E00176073,226,100,0.4424778761061947
E00176074,186,32,0.17204301075268819
E00176075,141,90,0.6382978723404256
E00176076,221,141,0.6380090497737556
E00176077,237,66,0.27848101265822783
E00176078,240,40,0.16666666666666666
E00176079,283,173,0.6113074204946997
E00176080,216,146,0.6759259259259259
E00176081,111,62,0.5585585585585585
E00176082,959,134,0.1397288842544317
E00176083,253,92,0.36363636363636365
E00176084,132,43,0.32575757575757575
E00176085,93,10,0.10752688172043011
E00176086,159,108,0.6792452830188679
E00176087,194,149,0.7680412371134021
E00176088,274,212,0.7737226277372263
E00176089,157,107,0.6815286624203821
E00176090,237,105,0.4430379746835443
E00176091,617,140,0.22690437601296595
E00176092,194,150,0.7731958762886598
E00176093,258,46,0.17829457364341086
